50 485
1 2 19
1 3 12
1 4 71
1 5 38
1 6 78
1 7 9
1 8 77
1 9 51
1 10 31
1 11 42
1 12 64
1 13 36
1 14 30
2 3 7
2 4 79
2 5 14
2 6 53
2 7 70
2 8 41
2 9 79
2 10 56
2 11 25
2 12 44
2 13 30
2 14 17
2 15 42
3 4 24
3 5 37
3 6 34
3 7 41
3 8 65
3 9 15
3 10 63
3 11 53
3 12 22
3 13 5
3 14 49
3 15 13
3 16 67
4 5 30
4 6 12
4 7 14
4 8 27
4 9 39
4 10 42
4 11 48
4 12 26
4 13 5
4 14 49
4 15 49
4 16 58
4 17 36
5 6 33
5 7 46
5 8 52
5 9 76
5 10 56
5 11 72
5 12 48
5 13 36
5 14 65
5 15 68
5 16 53
5 17 52
5 18 62
6 7 32
6 8 25
6 9 9
6 10 14
6 11 16
6 12 10
6 13 33
6 14 65
6 15 12
6 16 13
6 17 24
6 18 49
6 19 64
8 9 36
8 10 30
8 11 48
8 12 12
8 13 77
8 14 78
8 15 64
8 16 24
8 17 29
8 18 34
8 19 43
8 20 13
8 21 18
9 10 27
9 11 21
9 12 18
9 13 51
9 14 20
9 15 17
9 16 27
9 17 23
9 18 45
9 19 17
9 20 71
9 21 53
9 22 16
10 11 42
10 12 24
10 13 11
10 14 35
10 15 39
10 16 54
10 17 75
10 18 59
10 19 66
10 20 60
10 21 24
10 22 75
10 23 38
11 12 10
11 13 6
11 14 38
11 15 7
11 16 28
11 17 22
11 18 13
11 19 10
11 20 25
11 21 21
11 22 6
11 23 46
11 24 66
12 13 77
12 14 73
12 15 33
12 16 15
12 17 64
12 18 28
12 19 74
12 20 20
12 21 74
12 22 28
12 23 72
12 24 12
12 25 24
13 14 30
13 15 40
13 16 18
13 17 68
13 18 57
13 19 64
13 20 44
13 21 63
13 22 20
13 23 17
13 24 24
13 25 41
13 26 39
15 16 46
15 17 79
15 18 5
15 19 12
15 20 33
15 21 24
15 22 16
15 23 75
15 24 70
15 25 61
15 26 36
15 27 20
15 28 18
16 17 49
16 18 76
16 19 23
16 20 60
16 21 58
16 22 78
16 23 76
16 24 7
16 25 52
16 26 72
16 27 41
16 28 72
16 29 25
17 18 55
17 19 54
17 20 68
17 21 63
17 22 25
17 23 11
17 24 79
17 25 73
17 26 78
17 27 39
17 28 38
17 29 26
17 30 36
18 19 60
18 20 63
18 21 47
18 22 55
18 23 57
18 24 10
18 25 7
18 26 28
18 27 65
18 28 26
18 29 72
18 30 9
18 31 14
19 20 61
19 21 35
19 22 25
19 23 26
19 24 48
19 25 30
19 26 45
19 27 24
19 28 77
19 29 12
19 30 32
19 31 78
19 32 34
20 21 42
20 22 78
20 23 23
20 24 75
20 25 77
20 26 42
20 27 69
20 28 66
20 29 22
20 30 15
20 31 12
20 32 51
20 33 61
22 23 30
22 24 40
22 25 31
22 26 15
22 27 55
22 28 40
22 29 6
22 30 40
22 31 32
22 32 5
22 33 19
22 34 66
22 35 40
23 24 29
23 25 43
23 26 29
23 27 22
23 28 42
23 29 47
23 30 53
23 31 41
23 32 9
23 33 26
23 34 39
23 35 35
23 36 21
24 25 73
24 26 37
24 27 50
24 28 70
24 29 46
24 30 22
24 31 55
24 32 10
24 33 64
24 34 39
24 35 43
24 36 27
24 37 14
25 26 30
25 27 65
25 28 20
25 29 69
25 30 7
25 31 45
25 32 63
25 33 73
25 34 74
25 35 14
25 36 77
25 37 7
25 38 42
26 27 45
26 28 72
26 29 5
26 30 68
26 31 36
26 32 75
26 33 37
26 34 71
26 35 67
26 36 17
26 37 60
26 38 68
26 39 34
27 28 44
27 29 70
27 30 77
27 31 32
27 32 38
27 33 61
27 34 65
27 35 45
27 36 53
27 37 63
27 38 38
27 39 31
27 40 38
29 30 66
29 31 32
29 32 29
29 33 32
29 34 6
29 35 49
29 36 46
29 37 67
29 38 76
29 39 38
29 40 67
29 41 26
29 42 14
30 31 67
30 32 32
30 33 63
30 34 14
30 35 21
30 36 38
30 37 68
30 38 16
30 39 62
30 40 78
30 41 73
30 42 17
30 43 29
31 32 14
31 33 52
31 34 49
31 35 19
31 36 39
31 37 5
31 38 16
31 39 54
31 40 47
31 41 64
31 42 66
31 43 55
31 44 47
32 33 68
32 34 10
32 35 70
32 36 13
32 37 69
32 38 68
32 39 26
32 40 64
32 41 66
32 42 32
32 43 57
32 44 59
32 45 24
33 34 44
33 35 31
33 36 59
33 37 44
33 38 53
33 39 35
33 40 42
33 41 30
33 42 75
33 43 58
33 44 33
33 45 73
33 46 17
34 35 17
34 36 50
34 37 39
34 38 35
34 39 67
34 40 21
34 41 43
34 42 22
34 43 7
34 44 16
34 45 71
34 46 28
34 47 60
36 37 36
36 38 46
36 39 69
36 40 57
36 41 33
36 42 38
36 43 39
36 44 59
36 45 48
36 46 7
36 47 48
36 48 27
36 49 37
37 38 61
37 39 22
37 40 36
37 41 46
37 42 56
37 43 31
37 44 27
37 45 6
37 46 59
37 47 43
37 48 9
37 49 44
37 50 9
38 39 35
38 40 75
38 41 11
38 42 8
38 43 78
38 44 65
38 45 72
38 46 72
38 47 24
38 48 29
38 49 74
38 50 48
39 40 65
39 41 15
39 42 12
39 43 71
39 44 22
39 45 11
39 46 27
39 47 13
39 48 63
39 49 12
39 50 33
40 41 56
40 42 58
40 43 56
40 44 50
40 45 16
40 46 60
40 47 79
40 48 70
40 49 8
40 50 44
41 42 78
41 43 25
41 44 76
41 45 23
41 46 21
41 47 70
41 48 57
41 49 15
41 50 27
43 44 20
43 45 20
43 46 63
43 47 66
43 48 67
43 49 25
43 50 68
44 45 27
44 46 51
44 47 44
44 48 62
44 49 66
44 50 61
45 46 29
45 47 72
45 48 72
45 49 62
45 50 14
46 47 39
46 48 65
46 49 21
46 50 23
47 48 6
47 49 30
47 50 28
48 49 43
48 50 6
50
