50 407
1 2 6
1 3 10
1 4 9
1 5 6
1 6 2
1 7 6
1 8 5
1 9 1
1 10 7
1 11 6
1 12 1
2 3 10
2 4 2
2 5 1
2 6 6
2 7 2
2 8 10
2 9 1
2 10 7
2 11 6
2 12 9
2 13 2
3 4 7
3 5 5
3 6 10
3 7 4
3 8 3
3 9 6
3 10 4
3 11 6
3 12 3
3 13 6
3 14 4
4 5 7
4 6 2
4 7 9
4 8 4
4 9 1
4 10 7
4 11 5
4 12 10
4 13 7
4 14 8
4 15 8
5 6 6
5 7 1
5 8 8
5 9 2
5 10 3
5 11 2
5 12 9
5 13 5
5 14 2
5 15 2
5 16 9
7 8 10
7 9 10
7 10 3
7 11 7
7 12 7
7 13 6
7 14 3
7 15 7
7 16 10
7 17 9
7 18 5
8 9 5
8 10 6
8 11 6
8 12 10
8 13 4
8 14 3
8 15 8
8 16 3
8 17 5
8 18 2
8 19 2
9 10 1
9 11 2
9 12 10
9 13 10
9 14 8
9 15 1
9 16 8
9 17 7
9 18 7
9 19 4
9 20 1
10 11 1
10 12 4
10 13 2
10 14 5
10 15 2
10 16 9
10 17 1
10 18 3
10 19 3
10 20 6
10 21 10
11 12 9
11 13 3
11 14 5
11 15 6
11 16 2
11 17 7
11 18 4
11 19 7
11 20 3
11 21 4
11 22 2
13 14 8
13 15 7
13 16 6
13 17 8
13 18 5
13 19 3
13 20 10
13 21 8
13 22 5
13 23 6
13 24 6
14 15 7
14 16 5
14 17 3
14 18 4
14 19 1
14 20 1
14 21 8
14 22 5
14 23 2
14 24 3
14 25 6
15 16 3
15 17 1
15 18 8
15 19 4
15 20 9
15 21 3
15 22 1
15 23 10
15 24 8
15 25 5
15 26 4
16 17 6
16 18 1
16 19 4
16 20 1
16 21 1
16 22 4
16 23 6
16 24 9
16 25 10
16 26 1
16 27 10
17 18 6
17 19 7
17 20 7
17 21 7
17 22 8
17 23 8
17 24 6
17 25 6
17 26 10
17 27 4
17 28 5
19 20 5
19 21 6
19 22 6
19 23 8
19 24 5
19 25 4
19 26 4
19 27 3
19 28 10
19 29 5
19 30 9
20 21 10
20 22 1
20 23 1
20 24 3
20 25 4
20 26 3
20 27 3
20 28 9
20 29 7
20 30 3
20 31 10
21 22 6
21 23 5
21 24 10
21 25 4
21 26 5
21 27 10
21 28 10
21 29 4
21 30 6
21 31 4
21 32 10
22 23 6
22 24 3
22 25 8
22 26 2
22 27 9
22 28 3
22 29 6
22 30 8
22 31 8
22 32 1
22 33 10
23 24 7
23 25 1
23 26 9
23 27 5
23 28 1
23 29 3
23 30 10
23 31 2
23 32 2
23 33 4
23 34 2
25 26 1
25 27 5
25 28 9
25 29 6
25 30 3
25 31 5
25 32 9
25 33 10
25 34 8
25 35 1
25 36 1
26 27 1
26 28 2
26 29 6
26 30 8
26 31 1
26 32 10
26 33 5
26 34 3
26 35 2
26 36 6
26 37 3
27 28 4
27 29 8
27 30 3
27 31 4
27 32 5
27 33 7
27 34 10
27 35 4
27 36 7
27 37 10
27 38 9
28 29 10
28 30 7
28 31 9
28 32 2
28 33 7
28 34 2
28 35 5
28 36 3
28 37 4
28 38 4
28 39 1
29 30 5
29 31 3
29 32 1
29 33 6
29 34 3
29 35 7
29 36 8
29 37 3
29 38 4
29 39 4
29 40 9
31 32 6
31 33 1
31 34 5
31 35 8
31 36 10
31 37 8
31 38 8
31 39 8
31 40 8
31 41 8
31 42 2
32 33 6
32 34 5
32 35 5
32 36 4
32 37 5
32 38 6
32 39 7
32 40 3
32 41 2
32 42 4
32 43 9
33 34 7
33 35 5
33 36 8
33 37 6
33 38 8
33 39 10
33 40 3
33 41 5
33 42 3
33 43 10
33 44 5
34 35 10
34 36 9
34 37 6
34 38 7
34 39 7
34 40 1
34 41 4
34 42 6
34 43 6
34 44 3
34 45 5
35 36 3
35 37 3
35 38 2
35 39 4
35 40 6
35 41 8
35 42 7
35 43 1
35 44 6
35 45 5
35 46 3
37 38 2
37 39 4
37 40 2
37 41 2
37 42 8
37 43 10
37 44 1
37 45 6
37 46 3
37 47 9
37 48 7
38 39 8
38 40 7
38 41 9
38 42 10
38 43 8
38 44 4
38 45 2
38 46 10
38 47 2
38 48 1
38 49 3
39 40 5
39 41 8
39 42 1
39 43 4
39 44 2
39 45 2
39 46 5
39 47 1
39 48 6
39 49 1
39 50 5
40 41 10
40 42 2
40 43 6
40 44 4
40 45 9
40 46 10
40 47 1
40 48 9
40 49 2
40 50 8
41 42 3
41 43 4
41 44 10
41 45 1
41 46 1
41 47 1
41 48 3
41 49 10
41 50 5
43 44 6
43 45 8
43 46 10
43 47 1
43 48 5
43 49 1
43 50 4
44 45 4
44 46 9
44 47 6
44 48 2
44 49 5
44 50 7
45 46 3
45 47 8
45 48 1
45 49 1
45 50 5
46 47 7
46 48 7
46 49 7
46 50 6
47 48 5
47 49 1
47 50 5
50
