50 407
1 2 61
1 3 58
1 4 14
1 5 13
1 6 11
1 7 46
1 8 58
1 9 6
1 10 8
1 11 56
1 12 39
2 3 9
2 4 24
2 5 30
2 6 67
2 7 26
2 8 67
2 9 39
2 10 16
2 11 29
2 12 59
2 13 44
3 4 23
3 5 73
3 6 44
3 7 32
3 8 52
3 9 43
3 10 30
3 11 43
3 12 31
3 13 9
3 14 34
4 5 79
4 6 32
4 7 47
4 8 41
4 9 38
4 10 77
4 11 72
4 12 38
4 13 56
4 14 41
4 15 10
5 6 56
5 7 72
5 8 47
5 9 6
5 10 56
5 11 52
5 12 16
5 13 77
5 14 22
5 15 51
5 16 59
7 8 54
7 9 61
7 10 51
7 11 44
7 12 22
7 13 18
7 14 45
7 15 59
7 16 56
7 17 65
7 18 71
8 9 77
8 10 67
8 11 29
8 12 38
8 13 19
8 14 50
8 15 53
8 16 72
8 17 72
8 18 20
8 19 7
9 10 29
9 11 13
9 12 78
9 13 67
9 14 8
9 15 5
9 16 44
9 17 6
9 18 68
9 19 32
9 20 36
10 11 66
10 12 74
10 13 9
10 14 10
10 15 24
10 16 53
10 17 76
10 18 42
10 19 61
10 20 12
10 21 47
11 12 49
11 13 50
11 14 58
11 15 47
11 16 16
11 17 13
11 18 54
11 19 48
11 20 21
11 21 17
11 22 30
13 14 47
13 15 14
13 16 75
13 17 74
13 18 33
13 19 34
13 20 11
13 21 41
13 22 68
13 23 46
13 24 61
14 15 77
14 16 68
14 17 30
14 18 50
14 19 79
14 20 47
14 21 42
14 22 59
14 23 78
14 24 13
14 25 43
15 16 73
15 17 35
15 18 42
15 19 67
15 20 8
15 21 12
15 22 68
15 23 66
15 24 52
15 25 55
15 26 29
16 17 36
16 18 54
16 19 25
16 20 14
16 21 5
16 22 7
16 23 22
16 24 31
16 25 73
16 26 33
16 27 70
17 18 76
17 19 12
17 20 20
17 21 17
17 22 76
17 23 7
17 24 22
17 25 64
17 26 36
17 27 78
17 28 35
19 20 37
19 21 66
19 22 59
19 23 38
19 24 65
19 25 68
19 26 31
19 27 50
19 28 50
19 29 44
19 30 9
20 21 30
20 22 36
20 23 41
20 24 57
20 25 17
20 26 45
20 27 63
20 28 24
20 29 44
20 30 34
20 31 44
21 22 79
21 23 55
21 24 15
21 25 44
21 26 76
21 27 71
21 28 49
21 29 62
21 30 56
21 31 38
21 32 15
22 23 40
22 24 64
22 25 73
22 26 23
22 27 68
22 28 66
22 29 20
22 30 5
22 31 42
22 32 21
22 33 5
23 24 7
23 25 46
23 26 5
23 27 74
23 28 44
23 29 36
23 30 66
23 31 75
23 32 75
23 33 51
23 34 75
25 26 57
25 27 11
25 28 55
25 29 27
25 30 37
25 31 59
25 32 70
25 33 34
25 34 33
25 35 5
25 36 49
26 27 66
26 28 48
26 29 36
26 30 24
26 31 20
26 32 49
26 33 55
26 34 33
26 35 71
26 36 74
26 37 27
27 28 47
27 29 46
27 30 74
27 31 67
27 32 11
27 33 22
27 34 28
27 35 58
27 36 60
27 37 72
27 38 18
28 29 67
28 30 44
28 31 55
28 32 26
28 33 71
28 34 71
28 35 51
28 36 9
28 37 33
28 38 6
28 39 33
29 30 44
29 31 35
29 32 33
29 33 69
29 34 48
29 35 73
29 36 40
29 37 48
29 38 12
29 39 30
29 40 67
31 32 34
31 33 71
31 34 8
31 35 77
31 36 18
31 37 8
31 38 12
31 39 63
31 40 28
31 41 23
31 42 26
32 33 6
32 34 21
32 35 21
32 36 25
32 37 45
32 38 52
32 39 9
32 40 78
32 41 45
32 42 72
32 43 45
33 34 14
33 35 77
33 36 36
33 37 12
33 38 5
33 39 71
33 40 30
33 41 7
33 42 5
33 43 21
33 44 24
34 35 38
34 36 27
34 37 31
34 38 9
34 39 28
34 40 6
34 41 21
34 42 11
34 43 78
34 44 76
34 45 34
35 36 13
35 37 37
35 38 64
35 39 46
35 40 6
35 41 59
35 42 74
35 43 33
35 44 36
35 45 27
35 46 25
37 38 67
37 39 16
37 40 60
37 41 6
37 42 5
37 43 63
37 44 58
37 45 27
37 46 61
37 47 77
37 48 5
38 39 49
38 40 24
38 41 40
38 42 73
38 43 79
38 44 73
38 45 41
38 46 37
38 47 62
38 48 77
38 49 59
39 40 40
39 41 73
39 42 78
39 43 51
39 44 42
39 45 29
39 46 22
39 47 44
39 48 55
39 49 69
39 50 69
40 41 76
40 42 65
40 43 74
40 44 55
40 45 76
40 46 63
40 47 33
40 48 19
40 49 28
40 50 77
41 42 69
41 43 36
41 44 22
41 45 75
41 46 56
41 47 41
41 48 10
41 49 22
41 50 75
43 44 28
43 45 78
43 46 75
43 47 7
43 48 21
43 49 48
43 50 34
44 45 11
44 46 24
44 47 65
44 48 21
44 49 35
44 50 17
45 46 30
45 47 59
45 48 64
45 49 14
45 50 63
46 47 9
46 48 33
46 49 68
46 50 45
47 48 66
47 49 65
47 50 43
50
