35 153
1 8 30
1 9 50
1 10 20
1 11 7
1 12 19
1 13 45
1 14 46
2 9 5
2 10 25
2 11 34
2 12 72
2 13 57
2 14 10
2 15 44
3 10 52
3 11 46
3 12 6
3 13 13
3 14 7
3 15 46
3 16 48
4 11 28
4 12 58
4 13 48
4 14 42
4 15 56
4 16 72
4 17 17
5 12 75
5 13 15
5 14 43
5 15 49
5 16 49
5 17 47
5 18 32
6 13 57
6 14 53
6 15 15
6 16 27
6 17 29
6 18 43
6 19 70
8 15 11
8 16 6
8 17 71
8 18 42
8 19 6
8 20 79
8 21 30
9 16 14
9 17 60
9 18 11
9 19 35
9 20 8
9 21 21
9 22 58
10 17 43
10 18 8
10 19 58
10 20 28
10 21 47
10 22 7
10 23 60
11 18 5
11 19 27
11 20 27
11 21 43
11 22 8
11 23 54
11 24 52
12 19 40
12 20 9
12 21 68
12 22 13
12 23 63
12 24 14
12 25 18
13 20 21
13 21 50
13 22 21
13 23 71
13 24 78
13 25 50
13 26 52
15 22 69
15 23 9
15 24 70
15 25 35
15 26 21
15 27 70
15 28 50
16 23 54
16 24 34
16 25 67
16 26 43
16 27 32
16 28 17
16 29 30
17 24 16
17 25 71
17 26 26
17 27 77
17 28 55
17 29 58
17 30 16
18 25 66
18 26 40
18 27 37
18 28 64
18 29 37
18 30 68
18 31 68
19 26 73
19 27 12
19 28 52
19 29 39
19 30 27
19 31 50
19 32 16
20 27 71
20 28 24
20 29 45
20 30 59
20 31 54
20 32 22
20 33 47
22 29 5
22 30 67
22 31 46
22 32 27
22 33 5
22 34 42
22 35 74
23 30 76
23 31 67
23 32 79
23 33 65
23 34 59
23 35 24
24 31 42
24 32 59
24 33 54
24 34 45
24 35 34
25 32 60
25 33 20
25 34 18
25 35 74
26 33 45
26 34 61
26 35 56
27 34 12
27 35 63
35
