100 2450
1 2 55
1 3 59
1 4 71
1 5 27
1 6 57
1 7 17
1 8 16
1 9 8
1 10 68
1 11 50
1 12 56
1 13 1
1 14 16
1 15 39
1 16 26
1 17 24
1 18 37
1 19 12
1 20 61
1 21 35
1 22 54
1 23 63
1 24 48
1 25 56
1 26 55
1 27 68
1 28 38
1 29 74
1 30 47
1 31 5
1 32 70
2 3 54
2 4 56
2 5 14
2 6 38
2 7 21
2 8 69
2 9 24
2 10 41
2 11 39
2 12 12
2 13 1
2 14 3
2 15 7
2 16 23
2 17 13
2 18 62
2 19 36
2 20 31
2 21 8
2 22 39
2 23 1
2 24 53
2 25 39
2 26 46
2 27 46
2 28 35
2 29 40
2 30 39
2 31 47
2 32 19
2 33 37
3 4 14
3 5 69
3 6 12
3 7 3
3 8 46
3 9 2
3 10 26
3 11 59
3 12 53
3 13 56
3 14 49
3 15 5
3 16 39
3 17 9
3 18 64
3 19 56
3 20 19
3 21 59
3 22 63
3 23 48
3 24 67
3 25 40
3 26 64
3 27 44
3 28 60
3 29 5
3 30 11
3 31 62
3 32 73
3 33 20
3 34 5
4 5 66
4 6 54
4 7 74
4 8 32
4 9 63
4 10 72
4 11 8
4 12 52
4 13 22
4 14 74
4 15 22
4 16 35
4 17 21
4 18 28
4 19 54
4 20 43
4 21 28
4 22 22
4 23 9
4 24 53
4 25 64
4 26 5
4 27 54
4 28 62
4 29 32
4 30 10
4 31 18
4 32 53
4 33 10
4 34 62
4 35 23
5 6 42
5 7 1
5 8 27
5 9 10
5 10 18
5 11 55
5 12 64
5 13 13
5 14 10
5 15 48
5 16 50
5 17 70
5 18 51
5 19 32
5 20 5
5 21 55
5 22 51
5 23 46
5 24 46
5 25 57
5 26 9
5 27 43
5 28 33
5 29 16
5 30 34
5 31 54
5 32 31
5 33 71
5 34 1
5 35 59
5 36 71
6 7 7
6 8 20
6 9 62
6 10 21
6 11 34
6 12 4
6 13 54
6 14 4
6 15 21
6 16 29
6 17 15
6 18 23
6 19 29
6 20 55
6 21 59
6 22 47
6 23 31
6 24 53
6 25 72
6 26 25
6 27 43
6 28 51
6 29 32
6 30 56
6 31 24
6 32 18
6 33 72
6 34 56
6 35 16
6 36 74
6 37 55
7 8 3
7 9 39
7 10 10
7 11 42
7 12 50
7 13 33
7 14 10
7 15 11
7 16 12
7 17 30
7 18 32
7 19 60
7 20 49
7 21 39
7 22 19
7 23 74
7 24 18
7 25 32
7 26 20
7 27 53
7 28 17
7 29 44
7 30 27
7 31 42
7 32 50
7 33 66
7 34 35
7 35 72
7 36 60
7 37 67
7 38 47
8 9 58
8 10 73
8 11 31
8 12 36
8 13 15
8 14 5
8 15 25
8 16 46
8 17 71
8 18 41
8 19 63
8 20 17
8 21 70
8 22 70
8 23 70
8 24 49
8 25 47
8 26 65
8 27 32
8 28 63
8 29 63
8 30 37
8 31 73
8 32 3
8 33 46
8 34 48
8 35 23
8 36 71
8 37 29
8 38 54
8 39 24
9 10 41
9 11 13
9 12 73
9 13 53
9 14 14
9 15 23
9 16 58
9 17 70
9 18 57
9 19 7
9 20 15
9 21 32
9 22 46
9 23 17
9 24 41
9 25 60
9 26 48
9 27 27
9 28 21
9 29 17
9 30 39
9 31 3
9 32 12
9 33 4
9 34 47
9 35 2
9 36 64
9 37 62
9 38 35
9 39 13
9 40 2
10 11 55
10 12 13
10 13 26
10 14 70
10 15 26
10 16 55
10 17 37
10 18 8
10 19 16
10 20 16
10 21 21
10 22 4
10 23 37
10 24 57
10 25 37
10 26 12
10 27 17
10 28 42
10 29 5
10 30 13
10 31 49
10 32 5
10 33 20
10 34 64
10 35 69
10 36 5
10 37 10
10 38 45
10 39 15
10 40 26
10 41 19
11 12 50
11 13 75
11 14 47
11 15 44
11 16 10
11 17 63
11 18 11
11 19 31
11 20 69
11 21 23
11 22 3
11 23 12
11 24 39
11 25 13
11 26 52
11 27 31
11 28 48
11 29 26
11 30 20
11 31 7
11 32 27
11 33 43
11 34 18
11 35 67
11 36 8
11 37 37
11 38 14
11 39 22
11 40 60
11 41 31
11 42 14
12 13 58
12 14 72
12 15 65
12 16 14
12 17 61
12 18 71
12 19 66
12 20 11
12 21 52
12 22 37
12 23 42
12 24 21
12 25 29
12 26 47
12 27 4
12 28 67
12 29 4
12 30 33
12 31 29
12 32 31
12 33 52
12 34 41
12 35 69
12 36 32
12 37 74
12 38 56
12 39 30
12 40 43
12 41 14
12 42 62
12 43 34
13 14 46
13 15 51
13 16 8
13 17 70
13 18 21
13 19 1
13 20 45
13 21 47
13 22 15
13 23 24
13 24 58
13 25 15
13 26 66
13 27 21
13 28 30
13 29 34
13 30 73
13 31 1
13 32 16
13 33 57
13 34 56
13 35 50
13 36 31
13 37 51
13 38 32
13 39 11
13 40 21
13 41 48
13 42 39
13 43 61
13 44 50
14 15 35
14 16 61
14 17 75
14 18 74
14 19 6
14 20 5
14 21 42
14 22 54
14 23 69
14 24 13
14 25 75
14 26 13
14 27 37
14 28 73
14 29 31
14 30 47
14 31 43
14 32 48
14 33 73
14 34 52
14 35 2
14 36 24
14 37 70
14 38 60
14 39 3
14 40 11
14 41 50
14 42 22
14 43 63
14 44 1
14 45 26
15 16 3
15 17 64
15 18 10
15 19 43
15 20 58
15 21 54
15 22 61
15 23 37
15 24 33
15 25 2
15 26 59
15 27 31
15 28 65
15 29 34
15 30 34
15 31 68
15 32 9
15 33 12
15 34 9
15 35 35
15 36 73
15 37 56
15 38 12
15 39 42
15 40 71
15 41 28
15 42 34
15 43 7
15 44 38
15 45 21
15 46 57
17 18 46
17 19 35
17 20 71
17 21 74
17 22 57
17 23 37
17 24 39
17 25 54
17 26 58
17 27 7
17 28 15
17 29 72
17 30 69
17 31 32
17 32 24
17 33 52
17 34 16
17 35 14
17 36 72
17 37 43
17 38 65
17 39 44
17 40 28
17 41 57
17 42 10
17 43 1
17 44 29
17 45 7
17 46 35
17 47 16
17 48 4
18 19 29
18 20 3
18 21 8
18 22 5
18 23 23
18 24 66
18 25 12
18 26 20
18 27 49
18 28 9
18 29 61
18 30 15
18 31 16
18 32 25
18 33 11
18 34 42
18 35 54
18 36 2
18 37 43
18 38 63
18 39 48
18 40 12
18 41 27
18 42 32
18 43 71
18 44 19
18 45 48
18 46 43
18 47 3
18 48 44
18 49 68
19 20 75
19 21 42
19 22 7
19 23 51
19 24 54
19 25 23
19 26 71
19 27 74
19 28 6
19 29 13
19 30 9
19 31 18
19 32 34
19 33 34
19 34 67
19 35 43
19 36 55
19 37 29
19 38 13
19 39 55
19 40 15
19 41 41
19 42 16
19 43 15
19 44 69
19 45 60
19 46 74
19 47 28
19 48 43
19 49 62
19 50 5
20 21 31
20 22 51
20 23 58
20 24 57
20 25 25
20 26 55
20 27 21
20 28 22
20 29 58
20 30 69
20 31 57
20 32 45
20 33 54
20 34 29
20 35 8
20 36 8
20 37 27
20 38 10
20 39 59
20 40 58
20 41 6
20 42 68
20 43 66
20 44 30
20 45 53
20 46 11
20 47 28
20 48 72
20 49 10
20 50 35
20 51 23
21 22 49
21 23 37
21 24 61
21 25 26
21 26 19
21 27 11
21 28 63
21 29 11
21 30 47
21 31 38
21 32 36
21 33 25
21 34 9
21 35 19
21 36 2
21 37 57
21 38 4
21 39 39
21 40 10
21 41 56
21 42 37
21 43 26
21 44 75
21 45 65
21 46 70
21 47 3
21 48 74
21 49 37
21 50 4
21 51 58
21 52 27
22 23 3
22 24 62
22 25 53
22 26 30
22 27 27
22 28 49
22 29 67
22 30 36
22 31 9
22 32 53
22 33 69
22 34 28
22 35 61
22 36 29
22 37 8
22 38 13
22 39 34
22 40 8
22 41 16
22 42 14
22 43 15
22 44 75
22 45 36
22 46 20
22 47 19
22 48 67
22 49 29
22 50 56
22 51 26
22 52 18
22 53 10
23 24 69
23 25 29
23 26 61
23 27 75
23 28 59
23 29 68
23 30 17
23 31 2
23 32 25
23 33 65
23 34 39
23 35 19
23 36 31
23 37 70
23 38 11
23 39 11
23 40 25
23 41 50
23 42 71
23 43 54
23 44 32
23 45 9
23 46 63
23 47 13
23 48 37
23 49 12
23 50 60
23 51 46
23 52 36
23 53 13
23 54 75
24 25 9
24 26 40
24 27 33
24 28 17
24 29 5
24 30 29
24 31 37
24 32 6
24 33 61
24 34 17
24 35 56
24 36 65
24 37 16
24 38 9
24 39 74
24 40 23
24 41 53
24 42 39
24 43 20
24 44 58
24 45 46
24 46 49
24 47 43
24 48 69
24 49 40
24 50 60
24 51 35
24 52 39
24 53 67
24 54 22
24 55 73
25 26 61
25 27 48
25 28 60
25 29 48
25 30 1
25 31 10
25 32 57
25 33 26
25 34 1
25 35 75
25 36 49
25 37 23
25 38 5
25 39 44
25 40 29
25 41 71
25 42 41
25 43 75
25 44 14
25 45 13
25 46 19
25 47 72
25 48 6
25 49 75
25 50 5
25 51 6
25 52 56
25 53 50
25 54 75
25 55 61
25 56 8
26 27 26
26 28 70
26 29 21
26 30 25
26 31 40
26 32 57
26 33 24
26 34 53
26 35 53
26 36 68
26 37 4
26 38 42
26 39 12
26 40 45
26 41 56
26 42 18
26 43 65
26 44 53
26 45 46
26 46 49
26 47 17
26 48 43
26 49 63
26 50 2
26 51 40
26 52 66
26 53 31
26 54 34
26 55 40
26 56 34
26 57 67
27 28 62
27 29 9
27 30 57
27 31 50
27 32 67
27 33 43
27 34 44
27 35 59
27 36 63
27 37 71
27 38 39
27 39 15
27 40 59
27 41 2
27 42 3
27 43 60
27 44 58
27 45 33
27 46 7
27 47 64
27 48 58
27 49 12
27 50 75
27 51 8
27 52 19
27 53 62
27 54 28
27 55 48
27 56 45
27 57 70
27 58 46
28 29 5
