150 5904
1 2 1
1 3 16
1 4 34
1 5 4
1 6 55
1 7 39
1 8 41
1 9 20
1 10 37
1 11 51
1 12 31
1 13 36
1 14 37
1 15 45
1 16 36
1 17 68
1 18 73
1 19 61
1 20 19
1 21 47
1 22 7
1 23 61
1 24 43
1 25 56
1 26 61
1 27 61
1 28 5
1 29 10
1 30 28
1 31 13
1 32 29
1 33 22
1 34 3
1 35 65
1 36 35
1 37 17
1 38 2
1 39 37
1 40 65
1 41 5
1 42 32
1 43 32
1 44 26
1 45 45
1 46 18
1 47 66
1 48 2
1 49 44
1 50 53
2 3 36
2 4 9
2 5 25
2 6 74
2 7 57
2 8 4
2 9 75
2 10 60
2 11 57
2 12 21
2 13 9
2 14 64
2 15 25
2 16 2
2 17 23
2 18 71
2 19 48
2 20 40
2 21 37
2 22 15
2 23 39
2 24 57
2 25 1
2 26 14
2 27 72
2 28 39
2 29 65
2 30 30
2 31 69
2 32 42
2 33 37
2 34 54
2 35 19
2 36 38
2 37 67
2 38 65
2 39 31
2 40 2
2 41 69
2 42 30
2 43 25
2 44 57
2 45 75
2 46 25
2 47 44
2 48 9
2 49 73
2 50 48
2 51 67
3 4 65
3 5 6
3 6 49
3 7 54
3 8 33
3 9 29
3 10 21
3 11 61
3 12 36
3 13 47
3 14 19
3 15 48
3 16 38
3 17 17
3 18 53
3 19 35
3 20 49
3 21 32
3 22 63
3 23 73
3 24 54
3 25 64
3 26 69
3 27 23
3 28 71
3 29 45
3 30 69
3 31 55
3 32 72
3 33 25
3 34 22
3 35 55
3 36 62
3 37 75
3 38 54
3 39 10
3 40 34
3 41 48
3 42 53
3 43 47
3 44 72
3 45 3
3 46 27
3 47 16
3 48 43
3 49 52
3 50 54
3 51 34
3 52 73
4 5 5
4 6 52
4 7 1
4 8 26
4 9 65
4 10 75
4 11 56
4 12 25
4 13 66
4 14 67
4 15 46
4 16 71
4 17 65
4 18 33
4 19 13
4 20 66
4 21 69
4 22 56
4 23 38
4 24 40
4 25 36
4 26 43
4 27 29
4 28 25
4 29 7
4 30 67
4 31 45
4 32 33
4 33 68
4 34 59
4 35 50
4 36 6
4 37 50
4 38 71
4 39 49
4 40 3
4 41 11
4 42 27
4 43 11
4 44 64
4 45 11
4 46 11
4 47 48
4 48 68
4 49 24
4 50 40
4 51 17
4 52 11
4 53 65
5 6 25
5 7 71
5 8 69
5 9 15
5 10 58
5 11 8
5 12 62
5 13 69
5 14 41
5 15 6
5 16 67
5 17 13
5 18 15
5 19 68
5 20 66
5 21 75
5 22 74
5 23 41
5 24 1
5 25 23
5 26 75
5 27 26
5 28 71
5 29 53
5 30 27
5 31 43
5 32 58
5 33 73
5 34 72
5 35 71
5 36 33
5 37 66
5 38 47
5 39 50
5 40 56
5 41 25
5 42 7
5 43 44
5 44 53
5 45 10
5 46 36
5 47 48
5 48 54
5 49 34
5 50 37
5 51 12
5 52 35
5 53 40
5 54 74
6 7 9
6 8 16
6 9 7
6 10 47
6 11 48
6 12 5
6 13 30
6 14 19
6 15 50
6 16 55
6 17 36
6 18 45
6 19 56
6 20 36
6 21 64
6 22 25
6 23 57
6 24 65
6 25 66
6 26 24
6 27 40
6 28 40
6 29 51
6 30 10
6 31 17
6 32 12
6 33 73
6 34 72
6 35 21
6 36 16
6 37 64
6 38 28
6 39 8
6 40 65
6 41 41
6 42 37
6 43 35
6 44 61
6 45 23
6 46 60
6 47 35
6 48 16
6 49 37
6 50 56
6 51 13
6 52 59
6 53 45
6 54 37
6 55 70
7 8 53
7 9 8
7 10 31
7 11 5
7 12 36
7 13 44
7 14 21
7 15 59
7 16 16
7 17 43
7 18 49
7 19 54
7 20 21
7 21 57
7 22 34
7 23 20
7 24 11
7 25 17
7 26 32
7 27 52
7 28 73
7 29 42
7 30 31
7 31 34
7 32 55
7 33 5
7 34 4
7 35 42
7 36 59
7 37 36
7 38 31
7 39 63
7 40 59
7 41 52
7 42 60
7 43 1
7 44 46
7 45 73
7 46 30
7 47 2
7 48 73
7 49 8
7 50 45
7 51 26
7 52 39
7 53 47
7 54 11
