50 318
1 2 75
1 3 72
1 4 47
1 5 20
1 6 31
1 7 74
1 8 49
1 9 59
1 10 28
2 3 47
2 4 40
2 5 11
2 6 62
2 7 5
2 8 23
2 9 29
2 10 31
2 11 61
3 4 5
3 5 64
3 6 46
3 7 21
3 8 69
3 9 38
3 10 48
3 11 57
3 12 51
4 5 30
4 6 11
4 7 71
4 8 8
4 9 24
4 10 32
4 11 23
4 12 44
4 13 48
6 7 40
6 8 39
6 9 45
6 10 24
6 11 60
6 12 8
6 13 56
6 14 39
6 15 12
7 8 20
7 9 30
7 10 46
7 11 20
7 12 58
7 13 13
7 14 40
7 15 14
7 16 33
8 9 60
8 10 66
8 11 69
8 12 57
8 13 49
8 14 30
8 15 47
8 16 75
8 17 48
9 10 22
9 11 74
9 12 79
9 13 54
9 14 76
9 15 53
9 16 68
9 17 35
9 18 62
11 12 25
11 13 70
11 14 38
11 15 30
11 16 15
11 17 54
11 18 39
11 19 54
11 20 11
12 13 57
12 14 57
12 15 55
12 16 68
12 17 24
12 18 58
12 19 62
12 20 8
12 21 13
13 14 47
13 15 32
13 16 34
13 17 16
13 18 22
13 19 71
13 20 60
13 21 39
13 22 73
14 15 73
14 16 61
14 17 50
14 18 65
14 19 42
14 20 60
14 21 53
14 22 32
14 23 44
16 17 49
16 18 69
16 19 22
16 20 20
16 21 42
16 22 29
16 23 13
16 24 71
16 25 66
17 18 48
17 19 40
17 20 51
17 21 34
17 22 31
17 23 67
17 24 65
17 25 77
17 26 75
18 19 79
18 20 31
18 21 12
18 22 10
18 23 66
18 24 35
18 25 60
18 26 42
18 27 60
19 20 47
19 21 6
19 22 28
19 23 19
19 24 34
19 25 69
19 26 24
19 27 78
19 28 40
21 22 5
21 23 77
21 24 20
21 25 20
21 26 19
21 27 58
21 28 61
21 29 70
21 30 29
22 23 73
22 24 67
22 25 64
22 26 71
22 27 22
22 28 73
22 29 54
22 30 51
22 31 13
23 24 62
23 25 35
23 26 57
23 27 37
23 28 41
23 29 6
23 30 16
23 31 17
23 32 31
24 25 64
24 26 77
24 27 71
24 28 23
24 29 8
24 30 26
24 31 50
24 32 48
24 33 19
26 27 74
26 28 25
26 29 76
26 30 52
26 31 6
26 32 16
26 33 62
26 34 56
26 35 61
27 28 10
27 29 72
27 30 19
27 31 75
27 32 15
27 33 29
27 34 69
27 35 32
27 36 31
28 29 43
28 30 33
28 31 34
28 32 63
28 33 17
28 34 17
28 35 40
28 36 23
28 37 48
29 30 25
29 31 47
29 32 21
29 33 29
29 34 53
29 35 32
29 36 79
29 37 52
29 38 71
31 32 30
31 33 74
31 34 39
31 35 47
31 36 62
31 37 57
31 38 8
31 39 53
31 40 34
32 33 67
32 34 21
32 35 9
32 36 51
32 37 79
32 38 56
32 39 29
32 40 23
32 41 75
33 34 71
33 35 18
33 36 58
33 37 58
33 38 22
33 39 24
33 40 52
33 41 79
33 42 19
34 35 16
34 36 32
34 37 63
34 38 76
34 39 32
34 40 73
34 41 25
34 42 30
34 43 27
36 37 36
36 38 73
36 39 35
36 40 27
36 41 24
36 42 64
36 43 64
36 44 77
36 45 16
37 38 10
37 39 45
37 40 55
37 41 8
37 42 57
37 43 72
37 44 26
37 45 16
37 46 63
38 39 61
38 40 9
38 41 58
38 42 79
38 43 27
38 44 66
38 45 17
38 46 30
38 47 79
39 40 55
39 41 12
39 42 69
39 43 43
39 44 58
39 45 44
39 46 63
39 47 52
39 48 55
41 42 76
41 43 27
41 44 20
41 45 66
41 46 12
41 47 11
41 48 9
41 49 45
41 50 51
42 43 55
42 44 71
42 45 26
42 46 67
42 47 67
42 48 18
42 49 74
42 50 48
43 44 19
43 45 38
43 46 46
43 47 52
43 48 34
43 49 27
43 50 22
44 45 49
44 46 37
44 47 32
44 48 10
44 49 21
44 50 66
50
