35 85
1 5 11
1 6 31
1 7 31
1 8 45
2 6 41
2 7 61
2 8 79
2 9 73
3 7 39
3 8 16
3 9 14
3 10 17
5 9 9
5 10 11
5 11 79
5 12 52
6 10 65
6 11 27
6 12 65
6 13 48
7 11 73
7 12 53
7 13 55
7 14 28
9 13 34
9 14 79
9 15 8
9 16 22
10 14 26
10 15 40
10 16 10
10 17 72
11 15 73
11 16 25
11 17 69
11 18 15
13 17 76
13 18 56
13 19 53
13 20 48
14 18 35
14 19 6
14 20 63
14 21 10
15 19 7
15 20 36
15 21 62
15 22 51
17 21 72
17 22 37
17 23 34
17 24 22
18 22 26
18 23 7
18 24 9
18 25 27
19 23 11
19 24 30
19 25 35
19 26 44
21 25 65
21 26 53
21 27 61
21 28 74
22 26 50
22 27 72
22 28 7
22 29 54
23 27 5
23 28 23
23 29 54
23 30 60
25 29 22
25 30 37
25 31 58
25 32 35
26 30 70
26 31 31
26 32 58
26 33 77
27 31 37
27 32 55
27 33 14
27 34 49
28 35 47
35
