1000 161124
1 2 6
1 3 65
1 4 3
1 5 10
1 6 53
1 7 44
1 8 36
1 9 39
1 10 28
1 11 6
1 12 33
1 13 49
1 14 67
1 15 9
1 16 36
1 17 42
1 18 39
1 19 23
1 20 55
1 21 42
1 22 28
1 23 56
1 24 5
1 25 8
1 26 60
1 27 23
1 28 67
1 29 54
1 30 34
1 31 28
1 32 28
1 33 47
1 34 64
1 35 61
1 36 46
1 37 52
1 38 31
1 39 22
1 40 68
1 41 2
1 42 8
1 43 62
1 44 43
1 45 5
1 46 42
1 47 18
1 48 10
1 49 15
1 50 64
1 51 40
1 52 34
1 53 7
1 54 68
1 55 58
1 56 35
1 57 61
1 58 21
1 59 47
1 60 64
1 61 9
1 62 58
1 63 38
1 64 46
1 65 59
1 66 66
1 67 22
1 68 10
1 69 59
1 70 7
1 71 2
1 72 23
1 73 18
1 74 15
1 75 29
1 76 14
1 77 53
1 78 31
1 79 30
1 80 29
1 81 37
1 82 27
1 83 1
1 84 55
1 85 29
1 86 56
1 87 37
1 88 12
1 89 67
1 90 4
1 91 66
1 92 29
1 93 68
1 94 16
1 95 10
1 96 56
1 97 6
1 98 11
1 99 22
1 100 60
1 101 13
1 102 69
1 103 48
1 104 64
1 105 22
1 106 34
1 107 13
1 108 61
1 109 68
1 110 64
1 111 30
1 112 63
1 113 50
1 114 13
1 115 10
1 116 45
1 117 11
1 118 27
1 119 45
1 120 53
1 121 37
1 122 58
1 123 60
1 124 41
1 125 4
1 126 69
1 127 65
1 128 25
1 129 32
1 130 23
1 131 5
1 132 26
1 133 5
1 134 21
1 135 29
1 136 60
1 137 9
1 138 33
1 139 16
1 140 22
1 141 48
1 142 41
1 143 3
1 144 5
1 145 36
1 146 31
1 147 60
1 148 64
1 149 12
1 150 23
1 151 43
1 152 37
1 153 38
1 154 60
1 155 5
1 156 16
1 157 32
1 158 35
1 159 53
1 160 60
1 161 55
1 162 56
1 163 59
1 164 24
1 165 20
1 166 3
1 167 61
1 168 12
1 169 29
1 170 18
1 171 26
1 172 17
1 173 19
1 174 63
1 175 19
1 176 67
1 177 26
1 178 3
1 179 27
1 180 54
2 3 3
2 4 40
2 5 4
2 6 70
2 7 62
2 8 55
2 9 60
2 10 24
2 11 17
2 12 32
2 13 10
2 14 26
2 15 3
2 16 51
2 17 21
2 18 32
2 19 57
2 20 46
2 21 32
2 22 34
2 23 21
2 24 61
2 25 4
2 26 7
2 27 32
2 28 60
2 29 34
2 30 37
2 31 17
2 32 58
2 33 21
2 34 40
2 35 51
2 36 7
2 37 7
2 38 37
2 39 68
2 40 22
2 41 17
2 42 9
2 43 60
2 44 63
2 45 1
2 46 15
2 47 3
2 48 62
2 49 34
2 50 34
2 51 58
2 52 50
2 53 13
2 54 4
2 55 46
2 56 20
2 57 19
2 58 30
2 59 8
2 60 13
2 61 35
2 62 15
2 63 9
2 64 30
2 65 33
2 66 46
2 67 59
2 68 48
2 69 6
2 70 12
2 71 64
2 72 5
2 73 31
2 74 34
2 75 31
2 76 65
2 77 36
2 78 43
2 79 31
2 80 39
2 81 13
2 82 59
2 83 50
2 84 65
2 85 68
2 86 58
2 87 58
2 88 7
2 89 22
2 90 57
2 91 56
2 92 32
2 93 39
2 94 70
2 95 36
2 96 24
2 97 54
2 98 15
2 99 55
2 100 14
2 101 12
2 102 48
2 103 40
2 104 19
2 105 7
2 106 9
2 107 47
2 108 42
2 109 40
2 110 47
2 111 37
2 112 28
2 113 23
2 114 41
2 115 24
2 116 44
2 117 23
2 118 49
2 119 28
2 120 47
2 121 38
2 122 51
2 123 8
2 124 68
2 125 65
2 126 53
2 127 67
2 128 69
2 129 34
2 130 21
2 131 55
2 132 70
2 133 11
2 134 49
2 135 52
2 136 9
2 137 24
2 138 43
2 139 57
2 140 69
2 141 34
2 142 61
2 143 5
2 144 11
2 145 19
2 146 63
2 147 58
2 148 70
2 149 34
2 150 5
2 151 8
2 152 45
2 153 7
2 154 4
2 155 13
2 156 5
2 157 59
2 158 28
2 159 29
2 160 25
2 161 36
2 162 53
2 163 26
2 164 7
2 165 55
2 166 37
2 167 68
2 168 13
2 169 27
2 170 69
2 171 26
2 172 66
2 173 8
2 174 38
2 175 35
2 176 4
2 177 56
2 178 32
2 179 39
2 180 70
2 181 22
3 4 57
3 5 16
3 6 5
3 7 60
3 8 51
3 9 41
3 10 28
3 11 59
3 12 12
3 13 56
3 14 63
3 15 16
3 16 61
3 17 51
3 18 43
3 19 30
3 20 9
3 21 26
3 22 39
3 23 37
3 24 68
3 25 63
3 26 12
3 27 70
3 28 22
3 29 68
3 30 33
3 31 7
3 32 66
3 33 26
3 34 38
3 35 70
3 36 47
3 37 6
3 38 3
3 39 55
3 40 19
3 41 28
3 42 26
3 43 57
3 44 68
3 45 15
3 46 54
3 47 57
3 48 31
3 49 22
3 50 13
3 51 1
3 52 56
3 53 35
3 54 57
3 55 7
3 56 22
3 57 20
3 58 23
3 59 48
3 60 24
3 61 7
3 62 18
3 63 18
3 64 12
3 65 3
3 66 4
3 67 58
3 68 30
3 69 37
3 70 48
3 71 21
3 72 51
3 73 69
3 74 23
3 75 66
3 76 43
3 77 70
3 78 16
3 79 41
3 80 46
3 81 46
3 82 34
3 83 6
3 84 42
3 85 34
3 86 60
3 87 18
3 88 17
3 89 32
3 90 52
3 91 19
3 92 61
3 93 8
3 94 8
3 95 30
3 96 22
3 97 25
3 98 27
3 99 25
3 100 17
3 101 3
3 102 1
3 103 48
3 104 24
3 105 16
3 106 57
3 107 69
3 108 16
3 109 55
3 110 8
3 111 10
3 112 36
3 113 55
3 114 19
3 115 47
3 116 34
3 117 49
3 118 30
3 119 21
3 120 58
3 121 1
3 122 50
3 123 66
3 124 57
3 125 27
3 126 27
3 127 23
3 128 24
3 129 32
3 130 17
3 131 68
3 132 36
3 133 64
3 134 30
3 135 62
3 136 59
3 137 9
3 138 9
3 139 60
3 140 18
3 141 65
3 142 21
3 143 47
3 144 22
3 145 3
3 146 26
3 147 47
3 148 2
3 149 34
3 150 41
3 151 4
3 152 3
3 153 56
3 154 55
3 155 36
3 156 34
3 157 37
3 158 54
3 159 26
3 160 54
3 161 61
3 162 38
3 163 31
3 164 5
3 165 36
3 166 28
3 167 23
3 168 17
3 169 28
3 170 64
3 171 50
3 172 64
3 173 65
3 174 41
3 175 20
3 176 43
3 177 15
3 178 67
3 179 51
3 180 22
3 181 42
3 182 14
4 5 20
4 6 40
4 7 54
4 8 33
4 9 25
4 10 65
4 11 11
4 12 60
4 13 29
4 14 40
4 15 1
4 16 70
4 17 42
4 18 25
4 19 37
4 20 68
4 21 63
4 22 66
4 23 67
4 24 67
4 25 34
4 26 51
4 27 35
4 28 46
4 29 67
4 30 5
4 31 26
4 32 52
4 33 48
4 34 28
4 35 60
4 36 67
4 37 26
4 38 22
4 39 45
4 40 52
4 41 57
4 42 41
4 43 70
4 44 41
4 45 52
4 46 52
4 47 7
4 48 54
4 49 53
4 50 39
4 51 59
4 52 60
4 53 42
4 54 51
4 55 48
4 56 48
4 57 28
4 58 18
4 59 38
4 60 26
4 61 9
4 62 35
4 63 54
4 64 25
4 65 16
4 66 36
4 67 21
4 68 65
4 69 31
4 70 9
4 71 1
4 72 5
4 73 16
4 74 37
4 75 25
4 76 7
4 77 44
4 78 20
4 79 18
4 80 5
4 81 53
4 82 62
4 83 27
4 84 7
4 85 6
4 86 64
4 87 7
4 88 45
4 89 12
4 90 54
4 91 57
4 92 26
4 93 48
4 94 45
4 95 31
4 96 2
4 97 7
4 98 27
4 99 52
4 100 12
4 101 2
4 102 65
4 103 60
4 104 43
4 105 59
4 106 42
4 107 56
4 108 19
4 109 43
4 110 29
4 111 23
4 112 17
4 113 70
4 114 41
4 115 36
4 116 35
4 117 63
4 118 22
4 119 57
4 120 34
4 121 46
4 122 52
4 123 11
4 124 30
4 125 42
4 126 42
4 127 63
4 128 7
4 129 50
4 130 39
4 131 11
4 132 42
4 133 16
4 134 47
4 135 59
4 136 58
4 137 64
4 138 70
4 139 14
4 140 22
4 141 43
4 142 22
4 143 28
4 144 2
4 145 3
4 146 62
4 147 17
4 148 10
4 149 67
4 150 7
4 151 19
4 152 67
4 153 19
4 154 28
4 155 63
4 156 62
4 157 55
4 158 14
4 159 36
4 160 11
4 161 32
4 162 65
4 163 35
4 164 2
4 165 51
4 166 15
4 167 50
4 168 60
4 169 57
4 170 12
4 171 39
4 172 35
4 173 69
4 174 42
4 175 16
4 176 23
4 177 47
4 178 6
4 179 66
4 180 51
4 181 62
4 182 35
4 183 19
5 6 22
5 7 56
5 8 52
5 9 69
5 10 58
5 11 64
5 12 16
5 13 39
5 14 55
5 15 38
5 16 39
5 17 62
5 18 18
5 19 11
5 20 63
5 21 52
5 22 27
5 23 35
5 24 13
5 25 21
5 26 19
5 27 51
5 28 21
5 29 41
5 30 18
5 31 37
5 32 65
5 33 34
5 34 68
5 35 50
5 36 64
5 37 4
5 38 69
5 39 14
5 40 26
5 41 32
5 42 55
5 43 15
5 44 64
5 45 5
5 46 28
5 47 21
5 48 56
5 49 65
5 50 25
5 51 66
5 52 43
5 53 68
5 54 49
5 55 35
5 56 26
5 57 59
5 58 16
5 59 28
5 60 24
5 61 57
5 62 29
5 63 62
5 64 35
5 65 61
5 66 51
5 67 70
5 68 63
5 69 11
5 70 42
5 71 9
5 72 8
5 73 51
5 74 69
5 75 50
5 76 7
5 77 34
5 78 59
5 79 65
5 80 57
5 81 31
5 82 69
5 83 31
5 84 58
5 85 2
5 86 9
5 87 40
5 88 6
5 89 44
5 90 28
5 91 20
5 92 14
5 93 40
5 94 36
5 95 56
5 96 25
5 97 12
5 98 64
5 99 66
5 100 57
5 101 61
5 102 25
5 103 48
5 104 60
5 105 5
5 106 64
5 107 55
5 108 22
5 109 45
5 110 55
5 111 68
5 112 32
5 113 9
5 114 39
5 115 33
5 116 39
5 117 13
5 118 2
5 119 29
5 120 11
5 121 12
5 122 56
5 123 57
5 124 5
5 125 30
5 126 66
5 127 55
5 128 12
5 129 40
5 130 42
5 131 15
5 132 27
5 133 59
5 134 60
5 135 66
5 136 40
5 137 33
5 138 13
5 139 41
5 140 12
5 141 49
5 142 41
5 143 22
5 144 30
5 145 65
5 146 60
5 147 9
5 148 43
5 149 32
5 150 35
5 151 62
5 152 1
5 153 15
5 154 56
5 155 2
5 156 27
5 157 58
5 158 53
5 159 60
5 160 14
5 161 14
5 162 18
5 163 41
5 164 65
5 165 51
5 166 47
5 167 31
5 168 63
5 169 28
5 170 60
5 171 22
5 172 5
5 173 27
5 174 26
5 175 34
5 176 10
5 177 69
5 178 17
5 179 38
5 180 44
5 181 53
5 182 13
5 183 19
5 184 4
6 7 13
6 8 3
6 9 55
6 10 36
6 11 12
6 12 6
6 13 23
6 14 44
6 15 37
6 16 13
6 17 22
6 18 5
6 19 10
6 20 29
6 21 59
6 22 68
6 23 13
6 24 52
6 25 3
6 26 15
6 27 37
6 28 51
6 29 63
6 30 55
6 31 66
6 32 56
6 33 7
6 34 27
6 35 9
6 36 19
6 37 46
6 38 7
6 39 51
6 40 31
6 41 29
6 42 44
6 43 23
6 44 57
6 45 13
6 46 1
6 47 70
6 48 44
6 49 21
6 50 11
6 51 14
6 52 32
6 53 27
6 54 47
6 55 44
6 56 35
6 57 55
6 58 53
6 59 69
6 60 22
6 61 66
6 62 69
6 63 8
6 64 28
6 65 5
6 66 46
6 67 34
6 68 28
6 69 14
6 70 21
6 71 48
6 72 34
6 73 35
6 74 69
6 75 1
6 76 3
6 77 43
6 78 13
6 79 6
6 80 28
6 81 60
6 82 55
6 83 3
6 84 47
6 85 13
6 86 26
6 87 15
6 88 44
6 89 46
6 90 13
6 91 21
6 92 53
6 93 66
6 94 48
6 95 5
6 96 31
6 97 18
6 98 47
6 99 29
6 100 26
6 101 69
6 102 20
6 103 11
6 104 9
6 105 6
6 106 51
6 107 5
6 108 31
6 109 46
6 110 63
6 111 8
6 112 49
6 113 15
6 114 25
6 115 42
6 116 53
6 117 42
6 118 69
6 119 27
6 120 58
6 121 54
6 122 44
6 123 41
6 124 21
6 125 1
6 126 9
6 127 40
6 128 12
6 129 14
6 130 11
6 131 68
6 132 10
6 133 1
6 134 21
6 135 31
6 136 31
6 137 18
6 138 22
6 139 7
6 140 9
6 141 47
6 142 27
6 143 54
6 144 68
6 145 56
6 146 62
6 147 30
6 148 61
6 149 31
6 150 19
6 151 10
6 152 6
6 153 35
6 154 41
6 155 57
6 156 70
6 157 11
6 158 36
6 159 53
6 160 22
6 161 27
6 162 55
6 163 18
6 164 28
6 165 62
6 166 1
6 167 30
6 168 16
6 169 40
6 170 54
6 171 53
6 172 62
6 173 68
6 174 52
6 175 4
6 176 38
6 177 6
6 178 41
6 179 25
6 180 3
6 181 7
6 182 11
6 183 46
6 184 48
6 185 6
7 8 55
7 9 10
7 10 1
7 11 51
7 12 19
7 13 6
7 14 32
7 15 55
7 16 52
7 17 56
7 18 3
7 19 57
7 20 14
7 21 37
7 22 51
7 23 23
