50 1002
1 2 51
1 3 36
1 4 68
1 5 26
1 6 79
1 7 55
1 8 5
1 9 75
1 10 29
1 11 74
1 12 50
1 13 49
1 14 57
1 15 79
1 16 28
1 17 43
1 18 77
1 19 30
1 20 13
1 21 8
1 22 53
1 23 79
1 24 55
1 25 26
1 26 63
1 27 51
1 28 64
1 29 35
1 30 10
1 31 69
1 32 46
2 3 52
2 4 8
2 5 20
2 6 39
2 7 10
2 8 26
2 9 41
2 10 73
2 11 36
2 12 44
2 13 30
2 14 9
2 15 47
2 16 60
2 17 40
2 18 51
2 19 79
2 20 47
2 21 76
2 22 45
2 23 23
2 24 68
2 25 36
2 26 54
2 27 15
2 28 6
2 29 74
2 30 65
2 31 75
2 32 61
2 33 46
3 4 37
3 5 50
3 6 63
3 7 10
3 8 54
3 9 41
3 10 49
3 11 14
3 12 71
3 13 75
3 14 6
3 15 75
3 16 68
3 17 73
3 18 45
3 19 39
3 20 12
3 21 16
3 22 28
3 23 33
3 24 28
3 25 43
3 26 70
3 27 43
3 28 17
3 29 63
3 30 57
3 31 76
3 32 70
3 33 60
3 34 39
4 5 45
4 6 34
4 7 55
4 8 74
4 9 19
4 10 16
4 11 27
4 12 17
4 13 18
4 14 68
4 15 9
4 16 68
4 17 78
4 18 77
4 19 42
4 20 28
4 21 7
4 22 10
4 23 21
4 24 65
4 25 53
4 26 41
4 27 75
4 28 43
4 29 56
4 30 19
4 31 27
4 32 74
4 33 22
4 34 79
4 35 64
5 6 73
5 7 20
5 8 5
5 9 43
5 10 24
5 11 67
5 12 73
5 13 56
5 14 54
5 15 45
5 16 67
5 17 12
5 18 5
5 19 42
5 20 49
5 21 13
5 22 22
5 23 52
5 24 75
5 25 71
5 26 66
5 27 36
5 28 72
5 29 6
5 30 17
5 31 23
5 32 45
5 33 71
5 34 9
5 35 12
5 36 41
6 7 37
6 8 26
6 9 72
6 10 24
6 11 25
6 12 79
6 13 48
6 14 25
6 15 11
6 16 38
6 17 41
6 18 58
6 19 15
6 20 78
6 21 50
6 22 14
6 23 23
6 24 36
6 25 5
6 26 50
6 27 48
6 28 73
6 29 59
6 30 39
6 31 5
6 32 11
6 33 33
6 34 69
6 35 77
6 36 5
6 37 41
7 8 75
7 9 34
7 10 32
7 11 62
7 12 64
7 13 39
7 14 37
7 15 50
7 16 42
7 17 25
7 18 77
7 19 33
7 20 59
7 21 43
7 22 57
7 23 73
7 24 19
7 25 8
7 26 71
7 27 74
7 28 77
7 29 39
7 30 26
7 31 45
7 32 74
7 33 14
7 34 70
7 35 40
7 36 59
7 37 33
7 38 75
8 9 8
8 10 24
8 11 38
8 12 51
8 13 20
8 14 64
8 15 52
8 16 40
8 17 24
8 18 25
8 19 43
8 20 72
8 21 10
8 22 58
8 23 36
8 24 6
8 25 27
8 26 72
8 27 12
8 28 76
8 29 70
8 30 26
8 31 47
8 32 26
8 33 66
8 34 26
8 35 19
8 36 18
8 37 45
8 38 16
8 39 40
9 10 66
9 11 76
9 12 15
9 13 29
9 14 19
9 15 45
9 16 10
9 17 48
9 18 73
9 19 53
9 20 62
9 21 44
9 22 33
9 23 68
9 24 24
9 25 28
9 26 15
9 27 63
9 28 17
9 29 79
9 30 52
9 31 8
9 32 17
9 33 6
9 34 45
9 35 30
9 36 26
9 37 48
9 38 38
9 39 33
9 40 67
10 11 55
10 12 52
10 13 19
10 14 33
10 15 10
10 16 54
10 17 57
10 18 76
10 19 44
10 20 23
10 21 31
10 22 52
10 23 35
10 24 57
10 25 56
10 26 56
10 27 47
10 28 35
10 29 17
10 30 34
10 31 25
10 32 53
10 33 53
10 34 74
10 35 20
