100 1383
1 2 30
1 3 68
1 4 61
1 5 25
1 6 53
1 7 20
1 8 20
1 9 6
1 10 4
1 11 21
1 12 15
1 13 64
1 14 45
1 15 50
1 16 1
1 17 32
1 18 65
2 3 14
2 4 56
2 5 18
2 6 71
2 7 15
2 8 60
2 9 24
2 10 10
2 11 9
2 12 23
2 13 10
2 14 28
2 15 24
2 16 68
2 17 19
2 18 73
2 19 56
3 4 73
3 5 21
3 6 69
3 7 60
3 8 24
3 9 19
3 10 7
3 11 1
3 12 69
3 13 14
3 14 27
3 15 52
3 16 26
3 17 48
3 18 19
3 19 49
3 20 14
4 5 7
4 6 31
4 7 56
4 8 29
4 9 20
4 10 51
4 11 49
4 12 6
4 13 33
4 14 51
4 15 71
4 16 17
4 17 75
4 18 48
4 19 40
4 20 21
4 21 28
5 6 29
5 7 6
5 8 32
5 9 35
5 10 47
5 11 63
5 12 57
5 13 31
5 14 1
5 15 68
5 16 18
5 17 52
5 18 22
5 19 19
5 20 32
5 21 21
5 22 75
6 7 63
6 8 55
6 9 70
6 10 16
6 11 40
6 12 66
6 13 1
6 14 70
6 15 49
6 16 40
6 17 58
6 18 52
6 19 46
6 20 6
6 21 23
6 22 32
6 23 51
7 8 16
7 9 26
7 10 5
7 11 64
7 12 1
7 13 75
7 14 25
7 15 68
7 16 37
7 17 13
7 18 31
7 19 69
7 20 28
7 21 50
7 22 10
7 23 66
7 24 45
8 9 42
8 10 11
8 11 52
8 12 40
8 13 67
8 14 12
8 15 24
8 16 24
8 17 21
8 18 51
8 19 59
8 20 45
8 21 68
8 22 24
8 23 38
8 24 62
8 25 67
10 11 12
10 12 29
10 13 56
10 14 1
10 15 45
10 16 16
10 17 44
10 18 20
10 19 1
10 20 75
10 21 5
10 22 70
10 23 18
10 24 23
10 25 56
10 26 9
10 27 25
11 12 51
11 13 72
11 14 35
11 15 54
11 16 55
11 17 73
11 18 73
11 19 6
11 20 39
11 21 1
11 22 55
11 23 60
11 24 13
11 25 5
11 26 51
11 27 20
11 28 65
12 13 71
12 14 7
12 15 58
12 16 26
12 17 47
12 18 45
12 19 64
12 20 41
12 21 20
12 22 60
12 23 62
12 24 19
12 25 54
12 26 4
12 27 71
12 28 73
12 29 67
13 14 59
13 15 22
13 16 60
13 17 58
13 18 71
13 19 26
13 20 73
13 21 3
13 22 38
13 23 69
13 24 62
13 25 32
13 26 72
13 27 11
13 28 14
13 29 8
13 30 46
14 15 6
14 16 34
14 17 1
14 18 62
14 19 26
14 20 2
14 21 41
14 22 2
14 23 22
14 24 23
14 25 15
14 26 21
14 27 29
14 28 60
14 29 17
14 30 12
14 31 64
15 16 20
15 17 55
15 18 44
15 19 21
15 20 23
15 21 38
15 22 75
15 23 35
15 24 68
15 25 26
15 26 75
15 27 43
15 28 49
15 29 13
15 30 61
15 31 49
15 32 56
16 17 57
16 18 10
16 19 45
16 20 34
16 21 21
16 22 19
16 23 6
16 24 73
16 25 72
16 26 7
16 27 47
16 28 65
16 29 12
16 30 31
16 31 67
16 32 6
16 33 28
17 18 12
17 19 60
17 20 43
17 21 55
17 22 12
17 23 55
17 24 1
17 25 65
17 26 22
17 27 6
17 28 53
17 29 58
17 30 52
17 31 14
17 32 68
17 33 42
17 34 5
19 20 28
19 21 54
19 22 38
19 23 7
19 24 10
19 25 49
19 26 58
19 27 11
19 28 10
19 29 25
19 30 24
19 31 37
19 32 36
19 33 73
19 34 20
19 35 59
19 36 67
20 21 21
20 22 29
20 23 70
20 24 31
20 25 64
20 26 35
20 27 69
20 28 60
20 29 22
20 30 47
20 31 30
20 32 21
20 33 10
20 34 40
20 35 2
20 36 52
20 37 61
21 22 15
21 23 20
21 24 54
21 25 23
21 26 64
21 27 66
21 28 11
21 29 50
21 30 25
21 31 46
21 32 22
21 33 74
21 34 45
21 35 19
21 36 73
21 37 74
21 38 43
22 23 9
22 24 56
22 25 43
22 26 12
22 27 27
22 28 47
22 29 50
22 30 5
22 31 53
22 32 9
22 33 25
22 34 19
22 35 29
22 36 35
22 37 42
22 38 32
22 39 39
23 24 53
23 25 6
23 26 6
23 27 41
23 28 58
23 29 10
23 30 53
23 31 71
23 32 25
23 33 26
23 34 69
23 35 6
23 36 64
23 37 17
23 38 26
23 39 49
23 40 25
24 25 34
24 26 41
24 27 30
24 28 73
24 29 17
24 30 3
24 31 70
24 32 40
24 33 59
24 34 60
24 35 18
24 36 8
24 37 64
24 38 5
24 39 35
24 40 63
24 41 26
25 26 46
25 27 31
25 28 9
25 29 21
25 30 43
25 31 53
25 32 44
25 33 56
25 34 9
25 35 16
25 36 3
25 37 44
25 38 56
25 39 70
25 40 64
25 41 75
25 42 48
26 27 53
26 28 57
26 29 23
26 30 52
26 31 74
26 32 8
26 33 15
26 34 41
26 35 4
26 36 70
26 37 71
26 38 75
26 39 33
26 40 28
26 41 36
26 42 4
26 43 31
28 29 50
28 30 36
28 31 61
28 32 69
28 33 70
28 34 32
28 35 44
28 36 71
28 37 72
28 38 52
28 39 69
28 40 59
28 41 17
28 42 22
28 43 3
28 44 9
28 45 28
29 30 49
29 31 43
29 32 19
29 33 47
29 34 1
29 35 32
29 36 43
29 37 60
29 38 7
29 39 9
29 40 10
29 41 20
29 42 26
29 43 16
29 44 46
29 45 42
29 46 50
30 31 18
30 32 25
30 33 23
30 34 61
30 35 58
30 36 50
30 37 63
30 38 37
30 39 60
