35 192
1 12 16
1 13 16
1 14 63
1 15 45
1 16 37
1 17 43
1 18 7
1 19 43
1 20 65
1 21 46
1 22 45
2 13 77
2 14 56
2 15 68
2 16 22
2 17 29
2 18 48
2 19 24
2 20 46
2 21 5
2 22 10
2 23 73
3 14 23
3 15 64
3 16 6
3 17 54
3 18 79
3 19 59
3 20 45
3 21 19
3 22 75
3 23 70
3 24 74
4 15 8
4 16 6
4 17 14
4 18 61
4 19 64
4 20 14
4 21 27
4 22 27
4 23 55
4 24 9
4 25 51
5 16 73
5 17 45
5 18 59
5 19 72
5 20 70
5 21 49
5 22 38
5 23 46
5 24 16
5 25 73
5 26 21
6 17 65
6 18 69
6 19 39
6 20 37
6 21 18
6 22 34
6 23 61
6 24 16
6 25 18
6 26 77
6 27 49
7 18 75
7 19 27
7 20 38
7 21 5
7 22 37
7 23 54
7 24 61
7 25 19
7 26 64
7 27 13
7 28 44
8 19 16
8 20 26
8 21 23
8 22 41
8 23 73
8 24 20
8 25 28
8 26 64
8 27 12
8 28 59
8 29 60
9 20 51
9 21 39
9 22 9
9 23 48
9 24 8
9 25 22
9 26 73
9 27 18
9 28 31
9 29 63
9 30 68
10 21 53
10 22 40
10 23 29
10 24 26
10 25 62
10 26 29
10 27 47
10 28 62
10 29 73
10 30 76
10 31 57
12 23 26
12 24 17
12 25 32
12 26 10
12 27 60
12 28 57
12 29 9
12 30 11
12 31 69
12 32 25
12 33 74
13 24 37
13 25 42
13 26 6
13 27 23
13 28 69
13 29 26
13 30 57
13 31 23
13 32 32
13 33 6
13 34 77
14 25 25
14 26 77
14 27 6
14 28 48
14 29 29
14 30 26
14 31 49
14 32 66
14 33 21
14 34 24
14 35 13
15 26 37
15 27 16
15 28 72
15 29 6
15 30 21
15 31 39
15 32 6
15 33 75
15 34 61
15 35 55
16 27 74
16 28 49
16 29 79
16 30 22
16 31 28
16 32 46
16 33 16
16 34 22
16 35 26
17 28 13
17 29 73
17 30 76
17 31 18
17 32 73
17 33 62
17 34 21
17 35 29
18 29 6
18 30 40
18 31 75
18 32 14
18 33 28
18 34 46
18 35 65
19 30 41
19 31 33
19 32 69
19 33 73
19 34 6
19 35 52
20 31 69
20 32 62
20 33 40
20 34 20
20 35 16
21 32 46
21 33 51
21 34 66
21 35 12
35
